run_id,scenario,controller,n_agents,seed,packet_loss,latency_ms,comm_radius_m,k_neighbors,update_rate_hz,obstacle_update_rate_hz,local_safety_dropout,local_safety_latency_ms,local_safety_update_rate_hz,local_safety_position_noise_std_m,local_safety_velocity_noise_std_mps,horizon_s,dt_s,min_inter_agent_distance_m,min_obstacle_contact_boundary_margin_m,cumulative_collision_pairs,collision_rate_per_pair_step,cumulative_safety_violation_pairs,safety_violation_rate_per_pair_step,cumulative_obstacle_contacts,obstacle_contact_rate_per_agent_step,final_reached_fraction,mission_success,completion_time_s,final_mean_goal_distance_m,energy_proxy_accel2_s_per_agent,mean_messages_per_agent_per_update,runtime_s,runtime_ms_per_agent_step,scenario_description,pairwise_projection_calls,pairwise_projection_pair_adjustments,pairwise_projection_agent_adjustments,pairwise_projection_total_displacement_m,pairwise_projection_max_displacement_m,pairwise_projection_velocity_corrections,pairwise_projection_agent_adjustment_rate_per_agent_step,obstacle_projection_calls,obstacle_projection_agent_adjustments,obstacle_projection_total_displacement_m,obstacle_projection_max_displacement_m,obstacle_projection_velocity_corrections,obstacle_projection_agent_adjustment_rate_per_agent_step,projection_agent_adjustments,projection_agent_adjustment_rate_per_agent_step,projection_total_displacement_m,projection_mean_displacement_m_per_adjustment,projection_max_displacement_m,pre_projection_state_checks,pre_projection_collision_pairs,pre_projection_collision_rate_per_pair_step,pre_projection_obstacle_contacts,pre_projection_obstacle_contact_rate_per_agent_step,pre_projection_pairwise_violation_pairs,pre_projection_pairwise_violation_rate_per_pair_step,pre_projection_pairwise_violation_agent_steps,pre_projection_pairwise_violation_agent_rate_per_agent_step,pre_projection_pairwise_mean_penetration_m,pre_projection_pairwise_p95_penetration_m,pre_projection_pairwise_p99_penetration_m,pre_projection_pairwise_max_penetration_m,pre_projection_obstacle_violation_agent_steps,pre_projection_obstacle_violation_rate_per_agent_step,pre_projection_obstacle_mean_penetration_m,pre_projection_obstacle_p95_penetration_m,pre_projection_obstacle_p99_penetration_m,pre_projection_obstacle_max_penetration_m,pre_projection_obstacle_min_clearance_margin_m,T90_s,T95_s,T99_s,safety_success
corridor_obstacles__proposed__N200__pl40__lat050__seed4,corridor_obstacles,proposed,200,4,0.4,50.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.2419725613100482,0.3518537641262219,0,0.0,291,6.090427146143044e-06,0,0.0,1.0,True,68.7,0.1617295244076737,37.72130626351868,7.137297297297297,138.62573751388118,0.2886833350976284,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,153,0.00031875,0.0040687836001916,0.0080854793145549,0.0081308457262802,0.008146235873778,-0.008146235873778,68.83333333333333,72.5,76.5,True
corridor_obstacles__proposed__N500__pl00__lat000__seed0,corridor_obstacles,proposed,500,0,0.0,0.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.2486835242371606,0.2929676592564599,0,0.0,1283,4.2834523691280935e-06,0,0.0,1.0,True,76.2,0.2484246617341332,59.023154127167416,11.968299376299376,348.4317038799636,0.2902388203914732,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1019,0.0008491666666666,0.0223335924407015,0.0653693027734211,0.06689572480724,0.06703234074354,-0.06703234074354,76.375,79.3,85.5,True
corridor_obstacles__proposed__N500__pl00__lat000__seed1,corridor_obstacles,proposed,500,1,0.0,0.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.1956713672591843,0.2999690068873205,0,0.0,1436,4.794261576046721e-06,0,0.0,1.0,True,76.7,0.2477173231565402,58.72814574081377,11.97389604989605,355.33384184911847,0.2959882064549092,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,937,0.0007808333333333,0.02144966402503,0.0532282235630071,0.0589680214990415,0.0600309931126794,-0.0600309931126794,76.625,79.5,87.0,True
corridor_obstacles__proposed__N500__pl00__lat000__seed2,corridor_obstacles,proposed,500,2,0.0,0.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.2117655240315814,0.2998252895971923,0,0.0,1723,5.7524461668025766e-06,0,0.0,1.0,True,76.35000000000001,0.2468026907389891,59.631718911009166,11.973297297297297,356.76127699483186,0.2971772403122298,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,946,0.0007883333333333,0.0143947579515022,0.0523534805360575,0.0593183380614787,0.0601747104028076,-0.0601747104028076,76.57142857142857,79.5,85.0,True
corridor_obstacles__proposed__N500__pl00__lat000__seed3,corridor_obstacles,proposed,500,3,0.0,0.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.2357951359274507,0.2976200197029174,0,0.0,1509,5.037981001569987e-06,0,0.0,1.0,True,76.55,0.2430701311214465,59.39165619486389,11.973022869022868,351.4600624931045,0.2927614014936314,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,794,0.0006616666666666,0.0257399458438499,0.0608834707320802,0.0618747378212671,0.0623799802970825,-0.0623799802970825,76.625,82.1,87.75,True
corridor_obstacles__proposed__N500__pl00__lat000__seed4,corridor_obstacles,proposed,500,4,0.0,0.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.1943908887582729,0.3087533630173968,0,0.0,1691,5.6456102542444325e-06,0,0.0,0.998,True,77.05000000000001,0.2528973378633454,59.63002766795484,11.95229106029106,356.00635216897354,0.2965483983081828,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,816,0.00068,0.0182011399198,0.047514148173684,0.0509118385645196,0.0512466369826032,-0.0512466369826032,77.1,80.38888888888889,88.0,True
corridor_obstacles__proposed__N500__pl00__lat100__seed0,corridor_obstacles,proposed,500,0,0.0,100.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.269030920237191,0.2928015893767112,0,0.0,1323,4.416997259825774e-06,0,0.0,0.998,True,76.3,0.2464918190798767,60.26137370430561,11.970411642411642,351.48520504683256,0.2927823448953207,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1036,0.0008633333333333,0.022145157519957,0.0653358153179766,0.0670646585795824,0.0671984106232888,-0.0671984106232888,76.45454545454545,80.125,87.0,True
corridor_obstacles__proposed__N500__pl00__lat100__seed1,corridor_obstacles,proposed,500,1,0.0,100.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.2546593093972567,0.2998100132061986,0,0.0,1547,5.164848647732784e-06,0,0.0,1.0,True,76.5,0.2510117733485523,60.168226096337406,11.976760914760916,347.84620827715844,0.289751110601548,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,836,0.0006966666666666,0.0225452857302797,0.0541381017631609,0.0593247319376559,0.0601899867938013,-0.0601899867938013,76.5,81.5,86.5,True
corridor_obstacles__proposed__N500__pl00__lat100__seed2,corridor_obstacles,proposed,500,2,0.0,100.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.2080747429412406,0.2997481722596943,0,0.0,1617,5.398552206453724e-06,0,0.0,1.0,True,77.15,0.2530529336109371,60.62245244109326,11.974149688149687,355.57903504697606,0.2961924490187222,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,939,0.0007825,0.0157230395585432,0.0522703159880019,0.0593525707166979,0.0602518277403056,-0.0602518277403056,77.125,79.5,84.5,True
corridor_obstacles__proposed__N500__pl00__lat100__seed3,corridor_obstacles,proposed,500,3,0.0,100.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.197493635923156,0.2974788592867819,0,0.0,1645,5.4920336299421e-06,0,0.0,0.998,True,76.10000000000001,0.2467225203350312,59.21295967767077,11.971758835758836,354.65530297812074,0.2954229929013917,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,771,0.0006425,0.0267076503037944,0.061029192790681,0.0620397372322874,0.062521140713218,-0.062521140713218,76.4,80.25,86.0,True
corridor_obstacles__proposed__N500__pl00__lat100__seed4,corridor_obstacles,proposed,500,4,0.0,100.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.196929693801426,0.3088004533341535,0,0.0,1524,5.088060335581617e-06,0,0.0,1.0,True,76.85000000000001,0.2510143547692464,60.11908075655556,11.960723492723492,352.8441685992293,0.2939143428565008,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1145,0.0009541666666666,0.0146826925771168,0.0461260587601381,0.0505793508902418,0.0511995466658465,-0.0511995466658465,76.91666666666667,80.33333333333333,86.0,True
corridor_obstacles__proposed__N500__pl20__lat000__seed0,corridor_obstacles,proposed,500,0,0.2,0.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.2134432008485177,0.297758700126319,0,0.0,2098,7.004429517093329e-06,0,0.0,1.0,True,76.65,0.2425290485363273,62.64881647418121,9.563929313929314,347.7020630920306,0.2896310396435073,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1235,0.0010291666666666,0.0218698733618706,0.0595521459784593,0.0619410314061339,0.0622412998736809,-0.0622412998736809,76.66666666666667,80.35714285714286,85.0,True
corridor_obstacles__proposed__N500__pl20__lat000__seed1,corridor_obstacles,proposed,500,1,0.2,0.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.2076499816919746,0.3038756962703265,0,0.0,1936,6.463572709767724e-06,0,0.0,1.0,True,76.10000000000001,0.2414421661712355,61.89691124440198,9.579950103950104,355.85707995900884,0.2964240566089203,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,791,0.0006591666666666,0.0203082331928741,0.0494933414327147,0.0550657180143668,0.0561243037296734,-0.0561243037296734,76.0625,79.2,87.0,True
corridor_obstacles__proposed__N500__pl20__lat000__seed2,corridor_obstacles,proposed,500,2,0.2,0.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.2183274501588391,0.3013176083370319,0,0.0,1701,5.6789964769188525e-06,0,0.0,1.0,True,76.65,0.2422987235578301,62.79644660364757,9.565783783783784,357.4941817461513,0.2977877398968357,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,927,0.0007725,0.0147143676102331,0.0541671030662854,0.057980560047454,0.0586823916629681,-0.0586823916629681,76.61111111111111,79.5,86.0,True
corridor_obstacles__proposed__N500__pl20__lat000__seed3,corridor_obstacles,proposed,500,3,0.2,0.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.2296494631199663,0.3046780607471092,0,0.0,2224,7.425095922791022e-06,0,0.0,0.998,True,75.7,0.2438212412407596,62.14460042683096,9.574079002079,348.6143012512475,0.2903909214920845,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,913,0.0007608333333333,0.0201320828761184,0.0531828394728389,0.0550808273353356,0.0553219392528907,-0.0553219392528907,75.92857142857143,79.0,91.75,True
corridor_obstacles__proposed__N500__pl20__lat000__seed4,corridor_obstacles,proposed,500,4,0.2,0.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.2016759423622036,0.3078208135877023,0,0.0,2197,7.334953121570088e-06,0,0.0,1.0,True,75.75,0.2388558866721436,63.077719742098616,9.57027027027027,353.75230564922094,0.2946708085374602,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,819,0.0006825,0.0221593386450474,0.0459202038244998,0.0520264374874731,0.0521791864122977,-0.0521791864122977,75.65,78.6,85.0,True
corridor_obstacles__proposed__N500__pl20__lat100__seed0,corridor_obstacles,proposed,500,0,0.2,100.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.2177614227543459,0.3000905974922782,0,0.0,1925,6.426847864825861e-06,0,0.0,1.0,True,76.05,0.2412294578380466,62.45808991420373,9.577155925155925,354.02699212078005,0.294899618592903,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1206,0.001005,0.0230122347732368,0.0587643200462518,0.0594206794948851,0.0599094025077218,-0.0599094025077218,76.5,79.5,84.875,True
corridor_obstacles__proposed__N500__pl20__lat100__seed1,corridor_obstacles,proposed,500,1,0.2,100.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.2219736583754424,0.3035567362825392,0,0.0,1983,6.620487956337498e-06,0,0.0,0.998,True,75.55,0.2432820577337245,62.16752568028051,9.580981288981288,354.9730187049136,0.2956876457350383,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,789,0.0006575,0.020936299065497,0.0496635510959259,0.0553708659546668,0.0564432637174607,-0.0564432637174607,75.58333333333333,78.625,84.25,True
corridor_obstacles__proposed__N500__pl20__lat100__seed2,corridor_obstacles,proposed,500,2,0.2,100.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.2267266733218165,0.3014756912929627,0,0.0,2004,6.69059902395378e-06,0,0.0,1.0,True,76.05,0.2413522384115896,63.34778762733506,9.581825363825365,354.3545954488218,0.2951725076624921,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,767,0.0006391666666666,0.0164602160919347,0.0555369983806468,0.0581457829379343,0.0585243087070372,-0.0585243087070372,76.1,80.0,86.0,True
corridor_obstacles__proposed__N500__pl20__lat100__seed3,corridor_obstacles,proposed,500,3,0.2,100.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.2174814128934371,0.3049384724388392,0,0.0,2319,7.742265038198013e-06,0,0.0,1.0,True,75.9,0.2432714581379453,62.5224064847027,9.56662785862786,356.6088635236956,0.2970502819855857,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,897,0.0007475,0.0230138222213231,0.0517763790033097,0.0541011450756532,0.0550615275611607,-0.0550615275611607,76.0,79.58333333333333,87.0,True
corridor_obstacles__proposed__N500__pl20__lat100__seed4,corridor_obstacles,proposed,500,4,0.2,100.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.1763395540333816,0.2956134360746827,0,0.0,2140,7.144651652325893e-06,0,0.0,1.0,True,75.95,0.2383148000312923,62.39635499059467,9.577413721413722,354.287094831001,0.2951162805755943,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1224,0.00102,0.018049665331358,0.0459504308089281,0.0641442874948041,0.0643865639253173,-0.0643865639253173,76.0,80.1,84.5,True
corridor_obstacles__proposed__N1000__pl00__lat000__seed0,corridor_obstacles,proposed,1000,0,0.0,0.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.2107205417120733,0.2712544654898835,0,0.0,8532,7.114152886747639e-06,0,0.0,0.995,True,88.95,0.3406177999397458,104.28762214673688,11.98579002079002,712.9298604517244,0.296930387526749,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1824,0.00076,0.0416587992828195,0.0799311772245136,0.0825706313071654,0.0887455345101164,-0.0887455345101164,89.0,96.625,107.5,True
corridor_obstacles__proposed__N1000__pl00__lat000__seed1,corridor_obstacles,proposed,1000,1,0.0,0.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.164549380547122,0.2495613970804802,0,0.0,8154,6.798968898094262e-06,0,0.0,0.994,True,88.4,0.3455287945310568,105.4772424915861,11.984692307692308,706.6978268232197,0.2943347883478632,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2031,0.00084625,0.0486420217749867,0.0972985416487252,0.1099634592914567,0.1104386029195199,-0.1104386029195199,88.3125,93.5,106.0,True
corridor_obstacles__proposed__N1000__pl00__lat000__seed2,corridor_obstacles,proposed,1000,2,0.0,0.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.201517301418552,0.2585139400989144,0,0.0,8495,7.083301543942943e-06,0,0.0,0.996,True,88.65,0.3427646978583756,105.49473510076334,11.990093555093557,715.5192673597485,0.298008857709183,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1744,0.0007266666666666,0.0384347128974076,0.0922739402784688,0.1004831943811522,0.1014860599010856,-0.1014860599010856,88.75,94.41666666666669,105.0,True
corridor_obstacles__proposed__N1000__pl00__lat000__seed3,corridor_obstacles,proposed,1000,3,0.0,0.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.2091436437774805,0.2441525196044147,0,0.0,8826,7.359295989033598e-06,0,0.0,0.993,True,87.30000000000001,0.3461629062499913,104.9094455238626,11.991648648648647,706.3227206040174,0.2941785591853467,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2107,0.0008779166666666,0.0469626246441824,0.1123373552463447,0.1152756166007254,0.1158474803955853,-0.1158474803955853,87.31818181818181,92.7,107.5,True
corridor_obstacles__proposed__N1000__pl00__lat000__seed4,corridor_obstacles,proposed,1000,4,0.0,0.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.1703737496668372,0.2349904041769129,0,0.0,7327,6.109399695405526e-06,0,0.0,0.995,True,87.35000000000001,0.3418206556239482,104.10239256297558,11.992494802494802,700.8653751607053,0.2919056123118306,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1936,0.0008066666666666,0.0573228435681105,0.1092711227889689,0.1234590918400343,0.1250095958230871,-0.1250095958230871,87.21428571428571,93.14285714285714,103.0,True
corridor_obstacles__proposed__N1000__pl00__lat100__seed0,corridor_obstacles,proposed,1000,0,0.0,100.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.221979256753963,0.2666213932618196,0,0.0,7671,6.396233801481615e-06,0,0.0,0.995,True,87.25,0.3434603290795273,106.2194769605116,11.985738045738046,709.8592267376371,0.295651489686646,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1732,0.0007216666666666,0.0420735549213194,0.0799385973224749,0.0924556827497468,0.0933786067381803,-0.0933786067381803,88.25,93.92857142857144,108.25,True
corridor_obstacles__proposed__N1000__pl00__lat100__seed1,corridor_obstacles,proposed,1000,1,0.0,100.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.2031480419221216,0.2454923235788508,0,0.0,7366,6.141918678361827e-06,0,0.0,0.993,True,87.7,0.3391035303953933,105.99907187963704,11.989929313929316,701.4345159153454,0.2921426555249252,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1872,0.00078,0.0531804687719134,0.0974543993741705,0.1135342929717197,0.1145076764211492,-0.1145076764211492,87.8125,95.25,109.5,True
corridor_obstacles__proposed__N1000__pl00__lat100__seed2,corridor_obstacles,proposed,1000,2,0.0,100.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.2022407212987563,0.2576601604565519,0,0.0,9101,7.588596509879309e-06,0,0.0,0.996,True,87.35000000000001,0.3398996488360793,107.12121476891436,11.982197505197504,706.7857536431402,0.294371409264115,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1905,0.00079375,0.033082363601144,0.093731766107196,0.1014775616849783,0.102339839543448,-0.102339839543448,87.2,93.75,107.0,True
corridor_obstacles__proposed__N1000__pl00__lat100__seed3,corridor_obstacles,proposed,1000,3,0.0,100.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.198706419246797,0.2631507974054594,0,0.0,9198,7.66947705723216e-06,0,0.0,0.992,True,88.10000000000001,0.3387605021741526,106.26445326049311,11.989738045738044,706.5874468991533,0.2942888158680355,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2052,0.000855,0.0459424902790593,0.0943202099496306,0.0962667853059767,0.0968492025945406,-0.0968492025945406,88.5,95.0,103.5,True
corridor_obstacles__proposed__N1000__pl00__lat100__seed4,corridor_obstacles,proposed,1000,4,0.0,100.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.1633464349440038,0.2216961181450515,0,0.0,8647,7.210042195464936e-06,0,0.0,0.997,True,87.65,0.3430389137053501,107.60575765884474,11.989758835758836,684.5822670152411,0.2851238096689883,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2017,0.0008404166666666,0.0558362294912469,0.1142108488153194,0.1367474758399948,0.1383038818549485,-0.1383038818549485,87.91666666666667,94.25,106.5,True
corridor_obstacles__proposed__N1000__pl20__lat000__seed0,corridor_obstacles,proposed,1000,0,0.2,0.0,4.0,12,4.0,4.0,0.0,0.0,4.0,0.0,0.0,120.0,0.05,0.183333527445633,0.287097649297045,0,0.0,10043,8.374055021285342e-06,0,0.0,0.995,True,87.2,0.3329883656487671,110.3418755874881,9.589677754677757,685.1897225929424,0.2853768107425832,Obstacle-rich corridor with three lateral rows of alternating cylindrical obstacles.,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2400,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1107,0.00046125,0.0254558474054791,0.0699803396685307,0.0728098785716571,0.0729023507029549,-0.0729023507029549,87.5,94.1,105.5,True
